"Dev fold";" Tune set";" Parameters";" Tune loss";"Precise_loss"
2;493;" {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.21999999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,1966;"0.1965754769350353"
2;494;" {'lr': 8.071428571428574e-05, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 256}";0,0002;"0.00024449557761392117"
2;495;" {'lr': 0.001, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.07999999999999999, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}";0,0164;"0.016383755970501193"
2;496;" {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.01, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 64}";0,0015;"0.0015486732560307964"
2;497;" {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.2857142857142857, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}";0,0002;"0.000203799055797342"
2;498;" {'lr': 1e-05, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}";0,003;"0.0030488717234938554"
2;499;" {'lr': 0.001, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.5, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 4096}";0,9635;"0.9634929048387628"
2;500;" {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}";0,0059;"0.005870349422605757"
2;501;" {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}";0,0047;"0.004662079969421029"
2;502;" {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.5, 'mask_prob': 0.42999999999999994, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}";0,0007;"0.0006976863905468857"
2;503;" {'lr': 0.001, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.11499999999999998, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0002;"0.0001797301527786706"
2;504;" {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}";0,0068;"0.006844155563923873"
2;505;" {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.15, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}";0,0155;"0.015517308248059922"
2;506;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 56}";0,0101;"0.010144731529228585"
2;507;" {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.29, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}";0,0004;"0.00039979067974184687"
2;508;" {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}";0,0041;"0.004121492986757259"
2;509;" {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.07999999999999999, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}";0,9627;"0.9627000438539606"
2;510;" {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 56}";0,006;"0.005954829357123296"
2;511;" {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 2048}";0,0012;"0.001185573845807659"
2;512;" {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}";0,0071;"0.007060714059901473"
2;513;" {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.29, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}";0,0024;"0.002402549493126571"
2;514;" {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.03571428571428571, 'mask_prob': 0.01, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}";0,0004;"0.0004310065399438731"
2;515;" {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.2857142857142857, 'mask_prob': 0.07999999999999999, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}";0,019;"0.01903240304244192"
2;516;" {'lr': 0.001, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 256}";0,0042;"0.0042005236117754405"
2;517;" {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,0127;"0.012747067803693904"
2;518;" {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.185, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,9304;"0.930362488094129"
2;519;" {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.25499999999999995, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}";0,0002;"0.00021300382994875116"
2;520;" {'lr': 0.0007171428571428572, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.36, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 4096}";1,1526;"1.1526236785085577"
2;521;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.25499999999999995, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,0001;"0.00012373065883845188"
2;522;" {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.15, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}";0,0062;"0.006196393367932423"
2;523;" {'lr': 0.000505, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.045, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0003;"0.00026842018154351726"
2;524;" {'lr': 0.001, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}";0,0081;"0.008109266315219238"
2;525;" {'lr': 0.0007171428571428572, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 2048}";0,1457;"0.14571307834826017"
2;526;" {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.15, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}";0,0064;"0.006398305215713519"
2;527;" {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,0084;"0.008352009726590231"
2;528;" {'lr': 0.001, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 1024}";0,0014;"0.001406752124526783"
2;529;" {'lr': 0.0006464285714285715, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.29, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}";0,0004;"0.00037646347405634036"
2;530;" {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.045, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}";0,0281;"0.028090687462520834"
2;531;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.32499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}";0,842;"0.841975074065359"
2;532;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.32499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0001;"9.325886965502592e-05"
2;533;" {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.01, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}";0,0363;"0.036307603905075474"
2;534;" {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.32499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}";0,0003;"0.000317547606659661"
2;535;" {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,0436;"0.04356680535956433"
2;536;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}";0,0003;"0.0002754000858036115"
2;537;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.21999999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0011;"0.0010891999179301294"
2;538;" {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.0, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0003;"0.00025256864778623963"
2;539;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0004;"0.0003600831367197986"
2;540;" {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.21428571428571427, 'mask_prob': 0.045, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}";0,1062;"0.1062251815670415"
2;541;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.185, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}";0,0003;"0.0002911141422564948"
2;542;" {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.07999999999999999, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}";0,0068;"0.0067663957230060506"
2;543;" {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.32499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,0002;"0.00021231106457937705"
2;544;" {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}";0,058;"0.05800237859550275"
2;545;" {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 2048}";0,0003;"0.00028941675095426803"
2;546;" {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}";0,0089;"0.008921947746880744"
2;547;" {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}";0,0032;"0.003235594751267375"
2;548;" {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.11499999999999998, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}";0,0001;"0.00012108553767718963"
2;549;" {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.21999999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0012;"0.001240396026619955"
2;550;" {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.39499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}";0,0045;"0.004504433437863267"
2;551;" {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.185, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}";0,0093;"0.009327140800642633"
2;552;" {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.01, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}";0,033;"0.03299438048653476"
2;553;" {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0006;"0.0005846512902184928"
2;554;" {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 28}";0,0058;"0.00584511679143792"
2;555;" {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 512}";0,9319;"0.9319115532071967"
2;556;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.36, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}";0,1872;"0.18720343944273496"
2;557;" {'lr': 0.001, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}";0,0055;"0.005533319475178264"
2;558;" {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.5, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 2048}";0,0005;"0.00045545891809620356"
2;559;" {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.46428571428571425, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}";0,0062;"0.006209127653978373"
2;560;" {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.36, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,0002;"0.0002408941011373444"
2;561;" {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 56}";0,0057;"0.005748188389636772"
2;562;" {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 1024}";0,0008;"0.0007952618333020885"
2;563;" {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}";0,0001;"9.752233400879624e-05"
2;564;" {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.46499999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 512}";0,0036;"0.003577081277207502"
2;565;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.185, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}";0,0002;"0.0002386267863728694"
2;566;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 56}";0,0088;"0.008791224252873738"
2;567;" {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 128}";0,0041;"0.0041353905927328585"
2;568;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.07999999999999999, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0167;"0.016727105499931463"
2;569;" {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,0059;"0.005909775275014047"
2;570;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 28}";0,0151;"0.015075651077112477"
2;571;" {'lr': 0.0007171428571428572, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.01, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0024;"0.002398127279440431"
2;572;" {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.045, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}";0,0003;"0.00025393282473822564"
2;573;" {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 64}";0,0052;"0.005203733541795947"
2;574;" {'lr': 0.001, 'num_layers': 8, 'dropout': 0.0, 'mask_prob': 0.39499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}";0,0076;"0.007551781771900623"
2;575;" {'lr': 0.001, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.5, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,0918;"0.09177582201204802"
2;576;" {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.14285714285714285, 'mask_prob': 0.5, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 1024}";0,0132;"0.013198590935452989"
2;577;" {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.01, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}";0,0102;"0.010220819765603855"
2;578;" {'lr': 0.001, 'num_layers': 2, 'dropout': 0.14285714285714285, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 512}";0,0001;"0.0001082608386672004"
2;579;" {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}";0,0003;"0.00029837936438669105"
2;580;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.32499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}";0,0002;"0.00018337801922921484"
2;581;" {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}";0,0203;"0.020285520269106582"
2;582;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}";0,0001;"0.00011901426057049416"
2;583;" {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,0038;"0.0037905577153555655"
2;584;" {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.0, 'mask_prob': 0.25499999999999995, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0007;"0.0007233611265148379"
2;585;" {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.14285714285714285, 'mask_prob': 0.185, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}";0,0461;"0.04611295677329365"
2;586;" {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}";0,8744;"0.8744142745670519"
2;587;" {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.15, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}";0,002;"0.002014253723533138"
2;588;" {'lr': 0.000505, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}";0,0055;"0.005486883207738988"
2;589;" {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,0037;"0.003718670359567592"
2;590;" {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.185, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 32}";0,0089;"0.008871641227558843"
2;591;" {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 28}";0,0086;"0.008619652920108484"
2;592;" {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 56}";0,0067;"0.006744924264861957"
2;593;" {'lr': 0.0005757142857142857, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}";0,006;"0.006024182532105203"
2;594;" {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}";0;"3.9502925574197434e-05"
2;595;" {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.10714285714285714, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 32}";0,0007;"0.0007166822186646689"
2;596;" {'lr': 0.001, 'num_layers': 4, 'dropout': 0.3571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,0003;"0.0003410983435491002"
2;597;" {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}";0,0001;"5.334389099612293e-05"
2;598;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.185, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}";0,0047;"0.004742012498593938"
2;599;" {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.11499999999999998, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}";0,0005;"0.00045573315736347516"
2;600;" {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.185, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 4096}";0,0014;"0.001408304486080612"
2;601;" {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}";0,0096;"0.009623085338573315"
2;602;" {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}";0,0067;"0.006674081044222571"
2;603;" {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0035;"0.0034836763642440353"
2;604;" {'lr': 0.00022214285714285717, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}";0,0043;"0.004254004210356231"
2;605;" {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}";0,0058;"0.005834364954161605"
2;606;" {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}";0,9414;"0.941424121982173"
2;607;" {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0045;"0.004502908883487659"
