"Dev fold";" Tune set";" Parameters";" Tune loss";"Precise_loss"
2;240;" {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.42999999999999994, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}";0,004;"0.003968511732589258"
2;241;" {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.32499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0088;"0.008807904724227754"
2;242;" {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.01, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}";0,0005;"0.0004752762209758849"
2;243;" {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.25499999999999995, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,9603;"0.9602922734461332"
2;244;" {'lr': 0.001, 'num_layers': 2, 'dropout': 0.17857142857142855, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}";0,9697;"0.9696952010455885"
2;245;" {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}";0,0171;"0.01711587985291293"
2;246;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.07999999999999999, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}";0,0015;"0.001517355987360995"
2;247;" {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.185, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}";0,0002;"0.00018275247604929303"
2;248;" {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}";0,055;"0.055035463632329515"
2;249;" {'lr': 0.0007878571428571429, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0089;"0.008914272178356586"
2;250;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}";0,0003;"0.00034103499216909866"
2;251;" {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0032;"0.003226616637364618"
2;252;" {'lr': 0.0007171428571428572, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 56}";0,0067;"0.006745915688378246"
2;253;" {'lr': 0.0007171428571428572, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.15, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}";0,0001;"0.00012638258263713827"
2;254;" {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.32499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0;"4.301969640532901e-05"
2;255;" {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.36, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 56}";0,01;"0.009985862348816897"
2;256;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.045, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 512}";0,0003;"0.0003318699202377741"
2;257;" {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,0004;"0.00044832588939339315"
2;258;" {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.21999999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,0001;"5.631540778650608e-05"
2;259;" {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.29, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0008;"0.0007961894122050389"
2;260;" {'lr': 0.0007878571428571429, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.32499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}";0,0047;"0.004668496279536109"
2;261;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.32499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}";0,0049;"0.004921291450668114"
2;262;" {'lr': 8.071428571428574e-05, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.36, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 4096}";0,0001;"0.00014588375894450829"
2;263;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.045, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}";0,9321;"0.9320618871011233"
2;264;" {'lr': 0.0007878571428571429, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 28}";0,0069;"0.006870625632520961"
2;265;" {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.17857142857142855, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}";0;"4.5347478589974344e-05"
2;266;" {'lr': 0.00022214285714285717, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.045, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}";0,0019;"0.0019060079755849745"
2;267;" {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,3704;"0.3704173078662471"
2;268;" {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.045, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}";0,0005;"0.0005012097267593306"
2;269;" {'lr': 0.001, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0042;"0.004215059875461616"
2;270;" {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.185, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0003;"0.00034524253293822865"
2;271;" {'lr': 0.0009292857142857143, 'num_layers': 4, 'dropout': 0.10714285714285714, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 56}";0,0101;"0.010060248228623286"
2;272;" {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}";0,0062;"0.006151667489719234"
2;273;" {'lr': 1e-05, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}";0,0003;"0.0003382725852517117"
2;274;" {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.5, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}";0,0001;"8.818700198868388e-05"
2;275;" {'lr': 0.0005757142857142857, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}";0,0073;"0.007305889727400714"
2;276;" {'lr': 0.0007878571428571429, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}";0,0002;"0.00019864091269769952"
2;277;" {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.2857142857142857, 'mask_prob': 0.15, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0029;"0.0029106491588448222"
2;278;" {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,0062;"0.006219568138476461"
2;279;" {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0001;"0.00012362205406565122"
2;280;" {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}";0,006;"0.0060368963413087555"
2;281;" {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}";0,0044;"0.004402214214726547"
2;282;" {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.39285714285714285, 'mask_prob': 0.39499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}";0,0002;"0.0002438064429473965"
2;283;" {'lr': 0.0007878571428571429, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.15, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}";0,0063;"0.006260692540213074"
2;284;" {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.07999999999999999, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,0005;"0.00045521596544667294"
2;285;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.36, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}";0,0049;"0.0049145484831809114"
2;286;" {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.32499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}";0,006;"0.006024736483691652"
2;287;" {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.21428571428571427, 'mask_prob': 0.07999999999999999, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,0002;"0.00020127713229923852"
2;288;" {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.15, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}";0,0002;"0.00023914326141637407"
2;289;" {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.10714285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0005;"0.00046376097261121397"
2;290;" {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}";0,1709;"0.1709205814098057"
2;291;" {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,0061;"0.006111059668718984"
2;292;" {'lr': 0.0009292857142857143, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.36, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,8711;"0.8710765493543524"
2;293;" {'lr': 0.001, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.39499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}";0,0003;"0.00034249250587124963"
2;294;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}";0,0088;"0.008822546260872562"
2;295;" {'lr': 0.000505, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.01, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}";0,0322;"0.032238317163367024"
2;296;" {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.36, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}";0,0102;"0.010186265345270696"
2;297;" {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}";0,0172;"0.017238838852407706"
2;298;" {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.185, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}";0,0003;"0.0002722981819380565"
2;299;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.36, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}";0,0096;"0.009645016716891214"
2;300;" {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.07999999999999999, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}";0,0178;"0.01777600630425456"
2;301;" {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.07999999999999999, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 2048}";0,0003;"0.00034166004747691517"
2;302;" {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.21999999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}";0,0077;"0.007667805137507936"
2;303;" {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.25499999999999995, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}";0,0065;"0.006519159144533516"
2;304;" {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.185, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}";0,0086;"0.00855660692659991"
2;305;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.36, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}";0,0054;"0.005412275881481994"
2;306;" {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 512}";0,0013;"0.0012689936342404077"
2;307;" {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.185, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 4096}";0,0219;"0.021942150632017536"
2;308;" {'lr': 0.001, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.01, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0003;"0.000287598237168583"
2;309;" {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.21999999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 64}";0,0001;"6.40632271441925e-05"
2;310;" {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.32499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 2048}";0,0048;"0.004756791816218633"
2;311;" {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}";0,0063;"0.006295049875533502"
2;312;" {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 56}";0,0065;"0.006477938545255088"
2;313;" {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.46499999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}";0,0001;"5.925278903879715e-05"
2;314;" {'lr': 0.001, 'num_layers': 8, 'dropout': 0.2857142857142857, 'mask_prob': 0.21999999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}";0,0073;"0.0072791559321462715"
2;315;" {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0001;"0.00012709120002048286"
2;316;" {'lr': 0.0007878571428571429, 'num_layers': 4, 'dropout': 0.03571428571428571, 'mask_prob': 0.01, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}";0,0373;"0.03727248370475871"
2;317;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.03571428571428571, 'mask_prob': 0.36, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 32}";0,0047;"0.00470479050732377"
2;318;" {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.07999999999999999, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0005;"0.00046589157825924064"
2;319;" {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}";0,9679;"0.9679467207507083"
2;320;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,0062;"0.006218720794238739"
2;321;" {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.46499999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 512}";0,0042;"0.0042027919277499775"
2;322;" {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}";0,0082;"0.00822565811196048"
2;323;" {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.2857142857142857, 'mask_prob': 0.045, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}";0,0005;"0.0004521947672688647"
2;324;" {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 128}";0,0006;"0.0005991019961105561"
2;325;" {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.21999999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}";3,2574;"3.25738179056268"
2;326;" {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.5, 'mask_prob': 0.15, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}";0,0002;"0.0002460156545949806"
2;327;" {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}";0,0048;"0.00482406866381337"
2;328;" {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.21999999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}";0,0002;"0.00019321564085610015"
2;329;" {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.10714285714285714, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}";0,0109;"0.01094867729606401"
2;330;" {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}";0,0052;"0.005248639929050114"
2;331;" {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 1024}";0,0003;"0.00028122212557048584"
2;332;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.045, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}";0,0002;"0.000216292225798641"
2;333;" {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.36, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 64}";0,0002;"0.00022154388563266317"
2;334;" {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}";0,0005;"0.0004525520060652573"
2;335;" {'lr': 0.0007171428571428572, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.25499999999999995, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 32}";0,0002;"0.0002349274972833595"
2;336;" {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.10714285714285714, 'mask_prob': 0.46499999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,0032;"0.003194266992068151"
2;337;" {'lr': 0.0005757142857142857, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.045, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}";0,0005;"0.0005186674947923931"
2;338;" {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0006;"0.0006069198149673053"
2;339;" {'lr': 0.00022214285714285717, 'num_layers': 2, 'dropout': 0.39285714285714285, 'mask_prob': 0.32499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0059;"0.005910396789611121"
2;340;" {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 112}";0,0063;"0.006252511557632763"
2;341;" {'lr': 0.0007171428571428572, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 4096}";0,0088;"0.008777550237841512"
2;342;" {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.21999999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}";0,0068;"0.006808948580567774"
2;343;" {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.39499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}";0,0045;"0.0045022989997003035"
2;344;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.03571428571428571, 'mask_prob': 0.25499999999999995, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}";0,013;"0.012991756200790405"
2;345;" {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.03571428571428571, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 32}";0,0057;"0.005735378457374233"
2;346;" {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.15, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}";0,0063;"0.006250472105181727"
2;347;" {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}";0,0002;"0.00015604222885725138"
2;348;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.15, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 56}";0,0066;"0.0066026626338594055"
2;349;" {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,3078;"0.30781173470773193"
2;350;" {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.01, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 256}";0,0017;"0.0016652228292322864"
2;351;" {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.29, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}";0,0057;"0.005727628958610646"
2;352;" {'lr': 0.0009292857142857143, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}";0,0038;"0.0038380680826345555"
2;353;" {'lr': 0.000505, 'num_layers': 4, 'dropout': 0.03571428571428571, 'mask_prob': 0.5, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0038;"0.003836559628038422"
