Dev fold; Tune set; Parameters; Tune loss
2; 364; {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.045, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}; 0.0006
2; 365; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.46499999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}; 0.0000
2; 366; {'lr': 0.00022214285714285717, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.07999999999999999, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}; 0.0011
2; 367; {'lr': 8.071428571428574e-05, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.01, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}; 0.0006
2; 368; {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.15, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.0002
2; 369; {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.5, 'mask_prob': 0.01, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0117
2; 370; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0033
2; 371; {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.14285714285714285, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 64}; 0.0001
2; 372; {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.185, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}; 0.0072
2; 373; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.21999999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0077
2; 374; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.21999999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0002
2; 375; {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.185, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}; 0.0001
2; 376; {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}; 0.0016
2; 377; {'lr': 0.0007171428571428572, 'num_layers': 2, 'dropout': 0.14285714285714285, 'mask_prob': 0.01, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 2048}; 0.0008
2; 378; {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.045, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}; 0.0006
2; 379; {'lr': 0.0007171428571428572, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.185, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 32}; 0.0002
2; 380; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.25499999999999995, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}; 0.0000
2; 381; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0059
2; 382; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.46499999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}; 0.0004
2; 383; {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0051
2; 384; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.01, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}; 0.0053
2; 385; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.36, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0011
2; 386; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0060
2; 387; {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0086
2; 388; {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.39499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}; 0.0003
2; 389; {'lr': 0.0007171428571428572, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.32499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}; 1.1357
2; 390; {'lr': 0.0007171428571428572, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0100
2; 391; {'lr': 0.001, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0109
2; 392; {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}; 0.0145
2; 393; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0001
2; 394; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0062
2; 395; {'lr': 0.0007171428571428572, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0038
2; 396; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.3571428571428571, 'mask_prob': 0.21999999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 256}; 0.0081
2; 397; {'lr': 0.000505, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.42999999999999994, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}; 0.0232
2; 398; {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.11499999999999998, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}; 0.0016
2; 399; {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 4096}; 0.9518
2; 400; {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}; 0.0002
2; 401; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.32499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0002
2; 402; {'lr': 0.0005757142857142857, 'num_layers': 2, 'dropout': 0.14285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0001
2; 403; {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 128}; 0.0054
2; 404; {'lr': 8.071428571428574e-05, 'num_layers': 4, 'dropout': 0.3571428571428571, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}; 0.0109
2; 405; {'lr': 0.001, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.36, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 4096}; 0.0055
2; 406; {'lr': 0.0007171428571428572, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}; 0.0241
2; 407; {'lr': 0.0007878571428571429, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.0049
2; 408; {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.045, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0229
2; 409; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.0, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}; 0.0126
2; 410; {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.42999999999999994, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}; 0.9767
2; 411; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 56}; 0.0064
2; 412; {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}; 0.0000
2; 413; {'lr': 0.001, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.36, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0001
2; 414; {'lr': 0.0004342857142857143, 'num_layers': 8, 'dropout': 0.2857142857142857, 'mask_prob': 0.01, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}; 0.0003
2; 415; {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}; 0.0012
2; 416; {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 32}; 0.0002
2; 417; {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.01, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0002
2; 418; {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0088
2; 419; {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.36, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0000
2; 420; {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 1024}; 0.0001
2; 421; {'lr': 0.001, 'num_layers': 2, 'dropout': 0.46428571428571425, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}; 0.0039
2; 422; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.15, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}; 0.0003
2; 423; {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.07999999999999999, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 4096}; 0.9709
2; 424; {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.185, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.0004
2; 425; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.21428571428571427, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0093
2; 426; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.46499999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}; 0.0001
2; 427; {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 4096}; 0.0069
2; 428; {'lr': 0.0009292857142857143, 'num_layers': 4, 'dropout': 0.3571428571428571, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0046
2; 429; {'lr': 0.0005757142857142857, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0001
2; 430; {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0066
2; 431; {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.46428571428571425, 'mask_prob': 0.5, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0036
2; 432; {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.42857142857142855, 'mask_prob': 0.01, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}; 0.0007
2; 433; {'lr': 0.0007171428571428572, 'num_layers': 8, 'dropout': 0.2857142857142857, 'mask_prob': 0.15, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0113
2; 434; {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.10714285714285714, 'mask_prob': 0.21999999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0075
2; 435; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.21999999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0001
2; 436; {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0002
2; 437; {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}; 0.0002
2; 438; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.11499999999999998, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 1024}; 0.0012
2; 439; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.01, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0003
2; 440; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.045, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}; 0.0005
2; 441; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.32499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0001
2; 442; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.21999999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}; 0.0000
2; 443; {'lr': 0.001, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0003
2; 444; {'lr': 0.0007171428571428572, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.21999999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 1024}; 0.0012
2; 445; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 64}; 0.0001
2; 446; {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.32499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 2048}; 0.8816
2; 447; {'lr': 8.071428571428574e-05, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.32499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 4096}; 0.0069
2; 448; {'lr': 0.0007171428571428572, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.1224
2; 449; {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.14285714285714285, 'mask_prob': 0.25499999999999995, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 512}; 0.0062
2; 450; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.42999999999999994, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0046
2; 451; {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}; 0.0001
2; 452; {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.2857142857142857, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}; 0.0060
2; 453; {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.185, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0089
2; 454; {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.36, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 1.0719
2; 455; {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.29, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}; 0.0055
2; 456; {'lr': 0.000505, 'num_layers': 2, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0043
2; 457; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.045, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0033
2; 458; {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.15, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0095
2; 459; {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.15, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 64}; 0.0006
2; 460; {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.01, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0001
2; 461; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 32}; 0.0001
2; 462; {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.29, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}; 0.0066
2; 463; {'lr': 8.071428571428574e-05, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0054
2; 464; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.21428571428571427, 'mask_prob': 0.15, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}; 0.0116
2; 465; {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.46499999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.0001
2; 466; {'lr': 0.0007878571428571429, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.36, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 28}; 0.0062
2; 467; {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.07999999999999999, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0066
2; 468; {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.2857142857142857, 'mask_prob': 0.5, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}; 0.9849
2; 469; {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}; 0.8755
2; 470; {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}; 0.0001
2; 471; {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.07999999999999999, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}; 0.0004
2; 472; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.39499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0001
2; 473; {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 28}; 0.0116
2; 474; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.15, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0109
2; 475; {'lr': 8.071428571428574e-05, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.045, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 128}; 0.0006
2; 476; {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.46428571428571425, 'mask_prob': 0.21999999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}; 0.0003
